Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Date
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,Supplier 1,Mongolia,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,2021-11-12 19:55:37
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Puerto Rico,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,2022-09-11 18:55:52
skincare,SKU56,20.986386037043378,90,93,4767.020484344137,Non-binary,25,23,83,5,Carrier C,1.7744297140717396,Supplier 1,North Korea,24,826,28,12.836284572832753,Pass,1.173755495387454,Air,Route B,832.2108087060217,2022-09-03 17:08:45
skincare,SKU16,7.547172109791272,74,280,6453.797968176285,Female,2,5,78,1,Carrier B,4.191324585705502,Supplier 1,Vanuatu,3,399,21,77.10634249785001,Pass,1.012563089258049,Air,Route A,865.5257797712403,2021-03-22 12:32:25
haircare,SKU24,4.156308359311108,32,209,9049.077860939897,Male,4,26,2,8,Carrier C,9.741291689284369,Supplier 2,Mauritius,28,447,3,40.382359702924816,Pending,3.691310292628728,Air,Route A,758.7247726029383,2021-01-30 23:48:52
cosmetics,SKU29,63.44755918520733,3,253,8318.903194617178,Female,45,5,67,7,Carrier B,8.100973145397031,Supplier 1,Maldives,16,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,2022-12-25 16:07:36
cosmetics,SKU21,84.89386898495083,60,601,7087.052696357437,Unknown,69,25,7,6,Carrier B,6.037883769218298,Supplier 5,Somalia,19,791,4,61.73572895416093,Pending,0.0186075676310149,Air,Route C,523.360914720158,2021-09-30 03:06:35
haircare,SKU25,39.62934398509263,73,142,2174.777054350654,Male,82,11,52,3,Carrier C,2.231073681281728,Supplier 4,Iraq,19,934,23,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.535945739209,2021-09-12 05:10:39
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Lesotho,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,2022-04-04 18:50:34
skincare,SKU60,17.028027920188702,16,380,8864.084349586436,Female,41,27,72,8,Carrier C,4.3813681581023145,Supplier 4,Switzerland,29,929,24,87.21305781513568,Fail,2.853090616649054,Rail,Route A,430.1690969751365,2022-06-30 07:32:16
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,Supplier 4,Poland,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,2021-03-05 18:43:28
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Tonga,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,2020-07-12 21:41:04
cosmetics,SKU33,64.7954350001556,63,616,5149.9983504080365,Non-binary,4,17,95,9,Carrier C,4.85827050343664,Supplier 5,Mongolia,1,251,23,23.853427512896133,Fail,3.541046012250923,Sea,Route A,371.255295519871,2022-10-06 04:02:52
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Mozambique,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,2021-05-29 07:09:50
haircare,SKU70,47.914541824058766,90,32,7014.887987203389,Female,10,12,22,4,Carrier B,6.315717754600723,Supplier 1,New Zealand,22,775,16,11.440781823761265,Pass,1.8305755986122316,Road,Route C,183.272898748711,2022-09-14 00:09:05
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Madagascar,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,2021-07-03 17:33:55
skincare,SKU31,50.8473930517187,28,168,9655.135102719398,Male,6,17,44,4,Carrier B,2.6796609649814065,Supplier 3,Fiji,24,461,8,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267,2021-07-02 12:06:34
skincare,SKU13,16.160393317379977,5,249,4052.738416237866,Male,80,8,48,9,Carrier A,9.537283061108338,Supplier 5,Chile,23,173,10,97.82905011017328,Pending,1.6310742300715386,Road,Route B,547.2410051609685,2021-06-01 22:16:44
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Japan,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,2020-02-27 22:14:42
skincare,SKU56,20.986386037043378,90,93,4767.020484344137,Non-binary,25,23,83,5,Carrier C,1.7744297140717396,Supplier 1,North Korea,24,826,28,12.836284572832753,Pass,1.173755495387454,Air,Route B,832.2108087060217,2020-04-24 13:24:47
haircare,SKU24,4.156308359311108,32,209,9049.077860939897,Male,4,26,2,8,Carrier C,9.741291689284369,Supplier 2,Mauritius,28,447,3,40.382359702924816,Pending,3.691310292628728,Air,Route A,758.7247726029383,2020-07-30 02:13:43
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2022-09-21 09:41:22
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,China,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,2021-09-08 05:17:09
haircare,SKU18,36.443627770460935,23,620,9364.673505076173,Unknown,10,10,46,8,Carrier C,4.339224714110709,Supplier 2,Lebanon,18,374,17,27.10798085484392,Pending,2.231939110729264,Sea,Route A,593.4802587206518,2021-06-02 01:16:19
skincare,SKU40,80.54142417094033,97,933,5724.959350456265,Female,90,20,39,8,Carrier C,7.229595139736474,Supplier 1,Mozambique,18,793,1,88.17940710421746,Pending,4.213269430586566,Road,Route A,529.8087239806919,2021-06-30 00:27:50
haircare,SKU54,31.146243160240854,11,622,6088.021479940859,Non-binary,33,22,61,3,Carrier B,4.305103471287636,Supplier 1,Brazil,26,497,29,30.186023375822508,Pass,2.478771975539748,Road,Route B,814.0699965821875,2020-10-04 20:33:04
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Egypt,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,2021-08-31 00:45:09
skincare,SKU11,90.63545998228868,95,960,6099.944115581452,Female,46,23,60,1,Carrier A,4.523943124316663,Supplier 2,Georgia,28,362,11,27.592363086663696,Pending,0.0211698213729943,Air,Route A,126.72303340940724,2022-04-13 22:09:14
cosmetics,SKU38,52.0759306827078,75,705,9692.318040218432,Non-binary,69,1,88,5,Carrier B,9.235931437249228,Supplier 5,Ecuador,10,841,12,5.930693645528318,Pending,0.6133268991645074,Air,Route B,339.6728699486061,2021-03-13 15:41:30
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Madagascar,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,2021-12-21 16:04:56
skincare,SKU1,14.84352327508434,95,736,7460.900065445849,Female,53,30,37,2,Carrier A,9.71657477143131,Supplier 3,Kazakhstan,23,517,30,33.61676895373,Pending,4.854068026388706,Road,Route B,503.0655791496692,2021-03-02 00:15:31
haircare,SKU95,77.90392721944775,65,672,7386.363944048664,Unknown,15,14,26,9,Carrier B,8.630338869602754,Supplier 4,Georgia,18,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,2022-03-09 06:40:29
cosmetics,SKU44,51.35579091311039,34,919,7152.2860494355145,Female,13,19,72,6,Carrier C,7.577449657376693,Supplier 2,Bhutan,7,834,18,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277,2020-12-14 14:32:37
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Saudi Arabia,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,2021-09-26 18:57:38
haircare,SKU24,4.156308359311108,32,209,9049.077860939897,Male,4,26,2,8,Carrier C,9.741291689284369,Supplier 2,Mauritius,28,447,3,40.382359702924816,Pending,3.691310292628728,Air,Route A,758.7247726029383,2022-10-02 23:39:49
skincare,SKU67,87.75543235400107,16,513,9473.798032508335,Unknown,12,9,71,9,Carrier C,9.147811544710631,Supplier 1,Lebanon,10,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,2021-10-31 22:32:08
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Chile,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,2022-04-02 15:20:00
skincare,SKU3,61.163343016437736,68,83,7766.836425685233,Non-binary,23,13,59,6,Carrier C,1.7295685635434288,Supplier 5,Eswatini,24,937,18,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663,2021-10-14 16:11:00
haircare,SKU76,69.10879954743032,23,241,5328.375984297758,Male,38,1,22,10,Carrier A,7.054538336836926,Supplier 2,France,25,985,24,64.32359779560022,Pending,2.1800374515822165,Rail,Route A,997.4134501331946,2020-07-23 00:30:59
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,India,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,2021-01-14 22:31:50
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Denmark,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,2022-04-09 06:08:05
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,Supplier 4,Poland,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,2022-02-05 11:50:55
skincare,SKU69,54.86552851706979,62,511,1752.3810874841247,Non-binary,95,1,27,3,Carrier B,9.705286790120349,Supplier 4,Iran,9,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,2021-09-14 11:21:44
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,China,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,2022-02-21 09:50:19
haircare,SKU43,11.74327177630924,6,598,5737.425599119023,Unknown,36,29,85,9,Carrier B,3.6940212683884543,Supplier 5,Fiji,1,206,23,26.27736595733241,Pending,0.3723047679850977,Air,Route A,716.0441197593407,2022-09-25 10:00:44
skincare,SKU32,79.20993601565672,43,781,9571.55048732782,Unknown,89,13,64,4,Carrier C,6.599104901238584,Supplier 3,Mozambique,30,737,7,29.69246715374977,Pass,1.946036119386113,Road,Route A,761.1739095148776,2021-10-27 21:09:53
skincare,SKU11,90.63545998228868,95,960,6099.944115581452,Female,46,23,60,1,Carrier A,4.523943124316663,Supplier 2,Georgia,28,362,11,27.592363086663696,Pending,0.0211698213729943,Air,Route A,126.72303340940724,2021-11-24 12:33:19
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,New Zealand,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,2020-01-28 03:24:49
skincare,SKU10,15.707795681912138,11,996,2330.965802091949,Non-binary,51,13,80,2,Carrier C,8.673211211278613,Supplier 5,United Arab Emirates,18,830,5,96.52735278531092,Pass,1.7273139283559424,Road,Route B,806.103177702923,2021-12-21 18:36:55
haircare,SKU54,31.146243160240854,11,622,6088.021479940859,Non-binary,33,22,61,3,Carrier B,4.305103471287636,Supplier 1,Brazil,26,497,29,30.186023375822508,Pass,2.478771975539748,Road,Route B,814.0699965821875,2021-11-11 19:39:30
skincare,SKU37,23.39984475261435,5,963,2438.339930470029,Female,25,8,21,9,Carrier A,1.5326552735904306,Supplier 3,Solomon Islands,24,867,15,34.34327746507538,Pending,2.610288084848113,Sea,Route A,183.9329680435944,2021-12-01 05:01:53
cosmetics,SKU28,2.397274705597141,12,394,6117.324615083992,Female,48,15,24,4,Carrier B,9.898140508069222,Supplier 1,United States,13,171,7,59.42938181069157,Fail,0.815757079295672,Air,Route A,123.43702751182708,2022-07-30 22:02:23
haircare,SKU2,11.319683293090566,34,8,9577.74962586873,Unknown,1,10,88,2,Carrier B,8.054479261732155,Supplier 1,Fiji,12,971,27,30.688019348284204,Pending,4.580592619199229,Air,Route C,141.92028177151906,2021-02-20 08:22:27
cosmetics,SKU27,92.55736081240202,42,352,2686.457223575984,Unknown,47,9,62,8,Carrier C,7.406750952998074,Supplier 5,Azerbaijan,25,291,4,10.528245070042162,Fail,2.864667837883373,Sea,Route B,762.4591821556837,2021-07-26 02:54:22
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Tonga,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,2022-10-10 01:13:33
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,United States,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,2021-02-12 02:14:07
cosmetics,SKU23,4.324341185864164,30,391,8858.367571011484,Unknown,84,5,29,7,Carrier A,2.924857601145554,Supplier 5,Sweden,11,568,29,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268,2021-03-24 19:03:00
skincare,SKU53,30.34147071121421,93,242,8232.334829425821,Male,96,25,54,3,Carrier B,1.0134865660958965,Supplier 1,Mauritius,1,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,2020-03-13 20:39:37
haircare,SKU51,26.70076097246173,61,154,9866.465457979695,Male,100,4,52,1,Carrier A,4.783000557947665,Supplier 5,Egypt,18,673,28,14.19032834456998,Pending,1.7729511720835571,Road,Route A,694.9823175794459,2022-01-21 10:41:13
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,Supplier 3,Australia,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2020-06-20 17:07:51
skincare,SKU20,96.34107243996338,22,320,8128.027696851192,Unknown,27,12,68,6,Carrier A,8.87833465092684,Supplier 1,Papua New Guinea,29,309,6,65.68625960848863,Pass,4.231416573534539,Air,Route B,493.87121531620585,2020-08-23 19:20:28
skincare,SKU53,30.34147071121421,93,242,8232.334829425821,Male,96,25,54,3,Carrier B,1.0134865660958965,Supplier 1,Mauritius,1,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,2020-08-27 22:15:59
cosmetics,SKU29,63.44755918520733,3,253,8318.903194617178,Female,45,5,67,7,Carrier B,8.100973145397031,Supplier 1,Maldives,16,329,7,39.29287558606575,Pass,3.878098936588488,Road,Route B,764.9353759407081,2020-12-21 13:16:17
skincare,SKU67,87.75543235400107,16,513,9473.798032508335,Unknown,12,9,71,9,Carrier C,9.147811544710631,Supplier 1,Lebanon,10,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,2022-08-18 04:17:39
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,India,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,2021-12-09 23:04:15
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2021-07-27 13:37:22
skincare,SKU9,64.01573294127854,35,980,4971.145987585558,Unknown,14,27,83,1,Carrier A,7.166645291048216,Supplier 2,Maldives,29,963,23,47.95760163495158,Pending,3.844614478767585,Rail,Route B,995.9294614986416,2022-09-14 00:24:58
cosmetics,SKU73,83.8510176813046,41,375,7910.886916140686,Male,17,25,66,5,Carrier B,1.5129368369160772,Supplier 4,Brazil,13,444,4,46.87023879761716,Fail,4.620546064513706,Road,Route A,866.4728001296578,2022-02-15 11:43:01
skincare,SKU41,99.11329161531717,35,556,5521.205259010972,Female,64,19,38,8,Carrier B,5.773263743766654,Supplier 4,China,18,892,7,95.3320645487725,Fail,0.0453022623982596,Sea,Route A,275.5243711313098,2022-10-11 12:18:01
cosmetics,SKU23,4.324341185864164,30,391,8858.367571011484,Unknown,84,5,29,7,Carrier A,2.924857601145554,Supplier 5,Sweden,11,568,29,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268,2021-09-09 18:18:51
skincare,SKU3,61.163343016437736,68,83,7766.836425685233,Non-binary,23,13,59,6,Carrier C,1.7295685635434288,Supplier 5,Eswatini,24,937,18,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663,2021-02-08 01:39:40
haircare,SKU46,27.0822071998889,75,859,2556.767360633596,Non-binary,92,29,6,8,Carrier B,4.070955837084083,Supplier 3,Australia,18,870,23,77.32235321105162,Pending,3.6486105925362033,Road,Route B,380.4359371119643,2020-11-15 11:39:53
skincare,SKU90,13.881913501359142,56,320,9592.633570280312,Non-binary,66,18,96,7,Carrier B,7.674430708112694,Supplier 3,Jordan,8,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,2020-11-18 20:10:41
cosmetics,SKU50,14.203484264803022,91,633,5910.885389668899,Female,31,23,82,10,Carrier A,6.247860914975991,Supplier 2,Spain,20,306,21,45.17875792463452,Fail,4.754800804671185,Rail,Route B,496.24865029194046,2022-05-22 22:26:22
skincare,SKU3,61.163343016437736,68,83,7766.836425685233,Non-binary,23,13,59,6,Carrier C,1.7295685635434288,Supplier 5,Eswatini,24,937,18,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663,2022-09-17 04:50:55
skincare,SKU31,50.8473930517187,28,168,9655.135102719398,Male,6,17,44,4,Carrier B,2.6796609649814065,Supplier 3,Fiji,24,461,8,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267,2020-05-05 03:34:04
skincare,SKU9,64.01573294127854,35,980,4971.145987585558,Unknown,14,27,83,1,Carrier A,7.166645291048216,Supplier 2,Maldives,29,963,23,47.95760163495158,Pending,3.844614478767585,Rail,Route B,995.9294614986416,2021-05-10 16:18:19
skincare,SKU10,15.707795681912138,11,996,2330.965802091949,Non-binary,51,13,80,2,Carrier C,8.673211211278613,Supplier 5,United Arab Emirates,18,830,5,96.52735278531092,Pass,1.7273139283559424,Road,Route B,806.103177702923,2022-05-14 19:50:58
cosmetics,SKU27,92.55736081240202,42,352,2686.457223575984,Unknown,47,9,62,8,Carrier C,7.406750952998074,Supplier 5,Azerbaijan,25,291,4,10.528245070042162,Fail,2.864667837883373,Sea,Route B,762.4591821556837,2020-12-02 13:25:59
haircare,SKU45,33.78413803306551,1,24,5267.956807510521,Male,93,7,52,6,Carrier B,5.21515500871191,Supplier 2,Indonesia,25,794,25,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474,2020-03-09 17:41:25
cosmetics,SKU71,6.381533162747966,14,637,8180.337085425443,Female,76,2,26,6,Carrier A,9.228190317052515,Supplier 2,Japan,2,258,10,30.66167747785956,Pending,2.078750607874969,Road,Route A,405.1670678888559,2020-03-23 02:46:15
skincare,SKU39,19.127477265823256,26,176,1912.4656631007608,Female,78,29,34,3,Carrier A,5.562503778830384,Supplier 2,Qatar,30,791,6,9.005807428781642,Fail,1.451972203996816,Air,Route B,653.6729945520332,2022-03-24 03:20:05
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,Supplier 4,Poland,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,2022-11-29 12:11:04
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Madagascar,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,2022-12-27 08:03:45
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,Supplier 4,Nigeria,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,2020-03-20 05:04:55
cosmetics,SKU44,51.35579091311039,34,919,7152.2860494355145,Female,13,19,72,6,Carrier C,7.577449657376693,Supplier 2,Bhutan,7,834,18,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277,2022-10-01 04:54:39
skincare,SKU34,37.46759232984246,96,602,9061.710895507724,Unknown,1,26,21,7,Carrier A,1.019487570822119,Supplier 1,Tonga,4,452,10,10.754272815029331,Pass,0.6466045593720549,Road,Route B,510.3580004335235,2021-08-30 00:25:58
skincare,SKU34,37.46759232984246,96,602,9061.710895507724,Unknown,1,26,21,7,Carrier A,1.019487570822119,Supplier 1,Tonga,4,452,10,10.754272815029331,Pass,0.6466045593720549,Road,Route B,510.3580004335235,2021-01-23 09:57:18
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Saudi Arabia,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,2022-05-29 03:27:36
cosmetics,SKU33,64.7954350001556,63,616,5149.9983504080365,Non-binary,4,17,95,9,Carrier C,4.85827050343664,Supplier 5,Mongolia,1,251,23,23.853427512896133,Fail,3.541046012250923,Sea,Route A,371.255295519871,2020-12-25 19:06:27
haircare,SKU5,1.6999760138659377,87,147,2828.348745975759,Non-binary,90,27,66,3,Carrier B,4.444098864382293,Supplier 4,Pakistan,10,104,17,56.7664755574318,Fail,2.7791935115711617,Road,Route A,235.4612367355375,2022-12-08 21:22:42
skincare,SKU36,9.813002578754052,34,963,7573.402457848733,Female,18,23,28,3,Carrier B,2.107951267159081,Supplier 2,Denmark,26,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,2021-09-21 00:31:49
haircare,SKU0,69.80800554211577,55,802,8661.996792392383,Non-binary,58,7,96,4,Carrier B,2.956572139430807,Supplier 3,Tanzania,29,215,29,46.27987924050832,Pending,0.2264103608499251,Road,Route B,187.75207545920392,2022-08-23 08:40:15
skincare,SKU75,92.99688423397066,29,106,1889.073589779335,Non-binary,16,20,56,10,Carrier C,2.473897761045461,Supplier 1,Puerto Rico,25,759,11,48.06478264000659,Pass,2.030069088668752,Air,Route C,873.1296480176514,2021-08-08 22:56:14
skincare,SKU34,37.46759232984246,96,602,9061.710895507724,Unknown,1,26,21,7,Carrier A,1.019487570822119,Supplier 1,Tonga,4,452,10,10.754272815029331,Pass,0.6466045593720549,Road,Route B,510.3580004335235,2020-04-24 11:38:57
skincare,SKU69,54.86552851706979,62,511,1752.3810874841247,Non-binary,95,1,27,3,Carrier B,9.705286790120349,Supplier 4,Iran,9,862,7,77.62776581274817,Pending,1.3623879886491086,Air,Route A,207.6632062085756,2020-08-27 13:27:31
skincare,SKU53,30.34147071121421,93,242,8232.334829425821,Male,96,25,54,3,Carrier B,1.0134865660958965,Supplier 1,Mauritius,1,631,17,83.34405899167797,Pending,1.4103475760760271,Air,Route B,750.7378406682709,2020-03-11 19:31:48
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Lesotho,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,2021-01-23 11:01:24
cosmetics,SKU62,72.79635395558736,89,270,3899.746833729224,Unknown,86,2,40,7,Carrier C,7.291701388776776,Supplier 2,Myanmar,13,751,14,21.048642725168644,Pass,1.8740014040443749,Sea,Route C,320.8465157591116,2022-04-07 00:39:57
cosmetics,SKU8,68.71759674852733,78,150,7517.363210631127,Female,5,10,15,7,Carrier C,3.4047338570830266,Supplier 4,Peru,13,769,8,11.423027139565695,Pending,2.709862691109961,Sea,Route B,505.55713422546415,2020-01-08 05:23:14
haircare,SKU61,52.02874990329492,23,117,6885.589350896253,Unknown,32,23,36,7,Carrier C,9.030340422521949,Supplier 4,Poland,14,480,12,78.7023939688789,Fail,4.367470538205053,Air,Route A,164.36652824341942,2020-12-29 16:58:10
skincare,SKU1,14.84352327508434,95,736,7460.900065445849,Female,53,30,37,2,Carrier A,9.71657477143131,Supplier 3,Kazakhstan,23,517,30,33.61676895373,Pending,4.854068026388706,Road,Route B,503.0655791496692,2020-03-16 02:01:35
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Botswana,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,2021-11-05 14:13:42
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,India,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,2021-10-10 01:33:20
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Belize,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,2020-11-22 09:57:26
skincare,SKU40,80.54142417094033,97,933,5724.959350456265,Female,90,20,39,8,Carrier C,7.229595139736474,Supplier 1,Mozambique,18,793,1,88.17940710421746,Pending,4.213269430586566,Road,Route A,529.8087239806919,2021-08-29 18:18:26
skincare,SKU36,9.813002578754052,34,963,7573.402457848733,Female,18,23,28,3,Carrier B,2.107951267159081,Supplier 2,Denmark,26,671,19,45.531364237162144,Fail,3.8055333792433537,Air,Route C,403.8089742481805,2021-03-29 22:09:01
haircare,SKU48,76.03554442689172,28,29,7397.07100458718,Non-binary,30,16,9,3,Carrier C,7.0958331565551385,Supplier 2,South Korea,9,109,18,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437,2021-11-07 02:51:33
haircare,SKU25,39.62934398509263,73,142,2174.777054350654,Male,82,11,52,3,Carrier C,2.231073681281728,Supplier 4,Iraq,19,934,23,78.28038311841539,Pending,3.797231217114183,Road,Route B,458.535945739209,2021-03-28 03:51:56
skincare,SKU67,87.75543235400107,16,513,9473.798032508335,Unknown,12,9,71,9,Carrier C,9.147811544710631,Supplier 1,Lebanon,10,198,11,7.057876146978231,Pass,0.1319554443118148,Sea,Route C,169.2718013847869,2020-11-12 06:26:42
cosmetics,SKU35,84.95778681635043,11,449,6541.329344802465,Female,42,27,85,8,Carrier C,5.288189990327409,Supplier 1,India,3,367,2,58.004787044743765,Pass,0.5411540980605811,Sea,Route C,553.4204712303558,2020-03-02 04:46:21
haircare,SKU30,8.022859210526393,10,327,2766.342366866089,Male,60,26,35,7,Carrier B,8.954528315318015,Supplier 4,Vanuatu,27,806,30,51.63489340010933,Pending,0.9653947053523932,Road,Route C,880.080988247161,2020-05-06 02:08:41
