PurchaseID,UserID,ProductID,Category,SubCategory,Quantity,UnitPrice,PurchaseDate,State,PaymentMethod,Cost,Region,Quarter
234926,7761,Cat-Sub-253,Beauty,Perfume,4,62.78,6/11/2021,Delaware,Cash,67.07497225,South,2021Q2
458146,428799,Cat-Sub-739,Beauty,Perfume,1,65.49,6/11/2021,Nevada,PayPal,16.84949387,West,2021Q2
303418,410190,Cat-Sub-728,Detergent,Cleaning,2,19.31,6/12/2021,Tennessee,Credit Card,18.84782711,South,2021Q2
810644,493744,Cat-Sub-1837,Detergent,Cleaning,4,37.02,6/12/2021,Wyoming,Cash,72.41557935,West,2021Q2
392332,87681,Cat-Sub-2255,Beauty,Electronics,3,91.53,6/12/2021,West Virginia,Credit Card,80.52099044,South,2021Q2
706805,452918,Cat-Sub-424,Detergent,Cleaning,5,98.92,6/13/2021,New York,Cash,198.0953682,East,2021Q2
739999,297163,Cat-Sub-585,Beauty,Cosmetic,2,18.98,6/13/2021,Rhode Island,Cash,7.726924129,East,2021Q2
566796,171752,Cat-Sub-1752,Detergent,Dishwashing,1,70.1,6/13/2021,Montana,Credit Card,29.59338056,West,2021Q2
389384,273146,Cat-Sub-1869,Detergent,Cleaning,4,85.59,6/13/2021,West Virginia,Credit Card,142.8996068,South,2021Q2
495301,723510,Cat-Sub-2116,Detergent,Cleaning,3,92.71,6/13/2021,Rhode Island,PayPal,126.7974351,East,2021Q2
690052,481595,Cat-Sub-452,Detergent,Cleaning,3,67.03,6/14/2021,New Jersey,Credit Card,93.78023719,East,2021Q2
96104,508514,Cat-Sub-669,Food,Fresh,2,17.34,6/15/2021,Nevada,Cash,19.28412512,West,2021Q2
540463,818435,Cat-Sub-1042,Beauty,Perfume,4,56.38,6/15/2021,Tennessee,Cash,58.06005371,South,2021Q2
13214,837396,Cat-Sub-1377,Beauty,Perfume,2,67.04,6/15/2021,North Carolina,Credit Card,32.18585991,South,2021Q2
445309,764057,Cat-Sub-1655,Food,Dry,2,40.72,6/15/2021,Tennessee,Cash,44.73119712,South,2021Q2
539792,556859,Cat-Sub-1040,Detergent,Dishwashing,5,89.76,6/16/2021,Ohio,Cash,210.5439672,North,2021Q2
400828,639850,Cat-Sub-116,Food,Dry,1,89.3,6/17/2021,South Dakota,PayPal,52.03384246,North,2021Q2
324779,896022,Cat-Sub-320,Beauty,Perfume,5,85.97,6/17/2021,New York,Credit Card,114.5538719,East,2021Q2
508782,903301,Cat-Sub-381,Beauty,Cosmetic,5,12.03,6/20/2021,South Dakota,Credit Card,17.16674646,North,2021Q2
616241,588504,Cat-Sub-942,Beauty,Electronics,4,47.91,6/20/2021,Pennsylvania,Cash,42.45353768,East,2021Q2
550647,88799,Cat-Sub-272,Beauty,Electronics,5,83.71,6/21/2021,South Dakota,Credit Card,104.7818348,North,2021Q2
459678,252749,Cat-Sub-845,Detergent,Cleaning,2,51.49,6/21/2021,Ohio,Credit Card,43.57757114,North,2021Q2
177517,462888,Cat-Sub-1836,Food,Fresh,2,34.1,6/21/2021,Minnesota,Cash,35.96103883,North,2021Q2
252076,902543,Cat-Sub-146,Food,Dry,5,67.76,6/22/2021,Nebraska,Cash,173.3821928,North,2021Q2
421619,843465,Cat-Sub-947,Detergent,Laundry,5,52.98,6/22/2021,Tennessee,PayPal,120.4744039,South,2021Q2
591241,911588,Cat-Sub-1316,Food,Fresh,1,72.39,6/22/2021,Delaware,Cash,37.09677534,South,2021Q2
542451,758600,Cat-Sub-1486,Food,Fresh,1,87.28,6/22/2021,Montana,Credit Card,44.9918942,West,2021Q2
814018,799385,Cat-Sub-1861,Food,Dry,1,35.69,6/22/2021,New Jersey,PayPal,20.12209118,East,2021Q2
208807,199731,Cat-Sub-2108,Detergent,Dishwashing,5,15.24,6/22/2021,New Mexico,Credit Card,31.39138033,West,2021Q2
284303,784311,Cat-Sub-34,Beauty,Cosmetic,3,20.21,6/23/2021,Kansas,Credit Card,15.12073215,North,2021Q2
904396,143455,Cat-Sub-1374,Detergent,Dishwashing,1,61.06,6/23/2021,North Dakota,PayPal,25.08440232,North,2021Q2
336298,904142,Cat-Sub-1394,Beauty,Perfume,2,76.85,6/23/2021,Wisconsin,Cash,45.41631013,North,2021Q2
804424,399524,Cat-Sub-1629,Detergent,Dishwashing,2,67.96,6/23/2021,Wisconsin,Credit Card,62.17611962,North,2021Q2
874150,843465,Cat-Sub-371,Beauty,Cosmetic,5,76.2,6/24/2021,New Hampshire,Cash,103.9559253,East,2021Q2
631920,171752,Cat-Sub-747,Toys,Outdoor,2,91.11,6/24/2021,Tennessee,Cash,55.70312046,South,2021Q2
276941,485613,Cat-Sub-954,Detergent,Laundry,5,56.04,6/24/2021,Wyoming,Credit Card,118.315791,West,2021Q2
998455,275009,Cat-Sub-1897,Beauty,Perfume,4,59.65,6/25/2021,California,Cash,56.07355359,West,2021Q2
728554,462888,Cat-Sub-570,Detergent,Cleaning,5,80.62,6/26/2021,Kansas,Cash,170.0648099,North,2021Q2
832768,758600,Cat-Sub-1005,Beauty,Electronics,4,71.76,6/26/2021,Idaho,Cash,85.76298277,West,2021Q2
829463,675802,Cat-Sub-251,Beauty,Electronics,4,82.15,6/27/2021,Minnesota,PayPal,93.13714892,North,2021Q2
113368,273002,Cat-Sub-1129,Beauty,Perfume,4,93.62,6/27/2021,Minnesota,PayPal,103.7547081,North,2021Q2
242068,425867,Cat-Sub-1282,Detergent,Laundry,5,18.73,6/27/2021,Massachusetts,Credit Card,41.12580648,East,2021Q2
615496,39595,Cat-Sub-1493,Food,Dry,3,92.52,6/27/2021,Virginia,Cash,147.7506376,South,2021Q2
306568,837396,Cat-Sub-2160,Toys,Outdoor,1,35.7,6/27/2021,Ohio,PayPal,11.03523539,North,2021Q2
231369,643684,Cat-Sub-2252,Food,Fresh,4,18.61,6/27/2021,South Dakota,Cash,43.77675507,North,2021Q2
701145,696731,Cat-Sub-1024,Detergent,Cleaning,2,25.83,6/28/2021,West Virginia,Cash,24.0135423,South,2021Q2
138811,296992,Cat-Sub-1687,Food,Dry,1,10.09,6/28/2021,Utah,Cash,5.566302116,West,2021Q2
988799,514096,Cat-Sub-1930,Beauty,Perfume,4,62.56,6/28/2021,Connecticut,PayPal,54.75031782,East,2021Q2
475050,226421,Cat-Sub-2103,Beauty,Perfume,1,87.19,6/28/2021,Tennessee,Credit Card,19.32682852,South,2021Q2
883357,493744,Cat-Sub-647,Beauty,Cosmetic,1,87.55,6/29/2021,Minnesota,Cash,21.02776478,North,2021Q2
220412,428799,Cat-Sub-978,Beauty,Perfume,2,44.4,6/29/2021,New Jersey,Credit Card,19.400478,East,2021Q2
150656,342939,Cat-Sub-983,Toys,Outdoor,3,81.46,6/29/2021,Texas,Cash,93.92051883,South,2021Q2
683414,376121,Cat-Sub-1137,Detergent,Laundry,4,57.01,6/29/2021,Connecticut,Cash,95.5385203,East,2021Q2
872367,914532,Cat-Sub-1705,Beauty,Electronics,5,57.2,6/29/2021,Nebraska,Cash,62.51388296,North,2021Q2
648012,478650,Cat-Sub-336,Food,Dry,5,7.59,6/30/2021,South Carolina,Credit Card,20.50762852,South,2021Q2
88338,634604,Cat-Sub-426,Detergent,Cleaning,2,8.07,6/30/2021,Nebraska,Credit Card,7.224306922,North,2021Q2
179695,2027,Cat-Sub-636,Detergent,Cleaning,2,92.08,6/30/2021,Nebraska,Cash,81.80632358,North,2021Q2
185999,523560,Cat-Sub-1554,Beauty,Perfume,2,22.64,6/30/2021,Maine,Cash,11.51675188,East,2021Q2
974338,45215,Cat-Sub-1673,Detergent,Cleaning,3,54.37,6/30/2021,New Mexico,Cash,73.26937363,West,2021Q2
719731,808999,Cat-Sub-1646,Toys,Electronic,3,38.71,7/1/2021,Utah,PayPal,42.13888001,West,2021Q3
865012,129288,Cat-Sub-1805,Detergent,Cleaning,4,85.69,7/1/2021,New York,PayPal,164.3076373,East,2021Q3
197448,52279,Cat-Sub-2081,Food,Fresh,3,89.06,7/1/2021,North Dakota,Cash,139.1376751,North,2021Q3
178458,979854,Cat-Sub-2178,Food,Fresh,1,12.31,7/2/2021,Minnesota,Credit Card,6.810616812,North,2021Q3
825149,457252,Cat-Sub-356,Beauty,Cosmetic,3,96.42,7/3/2021,Connecticut,Cash,71.66831247,East,2021Q3
136906,986313,Cat-Sub-1249,Detergent,Dishwashing,3,57.07,7/3/2021,Connecticut,PayPal,76.2881097,East,2021Q3
481742,757456,Cat-Sub-1376,Beauty,Electronics,2,39.02,7/3/2021,New York,Cash,18.82886268,East,2021Q3
697605,533722,Cat-Sub-1968,Beauty,Electronics,4,13.32,7/3/2021,Mississippi,Credit Card,13.60982067,South,2021Q3
96856,556859,Cat-Sub-2072,Beauty,Perfume,5,12.26,7/3/2021,North Carolina,Credit Card,15.71426092,South,2021Q3
491939,784311,Cat-Sub-1094,Toys,Electronic,3,50.02,7/5/2021,California,Cash,58.76166858,West,2021Q3
446870,348915,Cat-Sub-1475,Beauty,Electronics,5,66.54,7/6/2021,Montana,Cash,90.06589223,West,2021Q3
173755,685189,Cat-Sub-1676,Beauty,Cosmetic,4,68.14,7/6/2021,Florida,Cash,80.23421761,South,2021Q3
167241,110907,Cat-Sub-263,Beauty,Cosmetic,1,70.15,7/7/2021,Minnesota,PayPal,20.1739212,North,2021Q3
857674,481595,Cat-Sub-325,Beauty,Electronics,3,21.54,7/7/2021,Massachusetts,PayPal,17.0101996,East,2021Q3
681284,675802,Cat-Sub-395,Toys,Electronic,2,29.22,7/7/2021,Virginia,Cash,21.84170051,South,2021Q3
879606,870501,Cat-Sub-2090,Beauty,Cosmetic,2,34.54,7/7/2021,Hawaii,Cash,18.8482559,west,2021Q3
461028,909473,Cat-Sub-297,Beauty,Electronics,1,10.92,7/8/2021,Wyoming,Cash,2.991323309,West,2021Q3
560697,870501,Cat-Sub-469,Beauty,Cosmetic,4,85.45,7/8/2021,West Virginia,Cash,89.18762945,South,2021Q3
912810,478329,Cat-Sub-1201,Beauty,Electronics,5,43.49,7/8/2021,Wisconsin,Credit Card,50.14115337,North,2021Q3
904005,25374,Cat-Sub-1829,Beauty,Electronics,4,32.66,7/8/2021,Arkansas,Cash,27.60825234,South,2021Q3
464673,25374,Cat-Sub-2019,Toys,Electronic,2,38.48,7/8/2021,Nevada,PayPal,27.74662601,West,2021Q3
775864,425867,Cat-Sub-1717,Beauty,Cosmetic,1,95.24,7/10/2021,Missouri,PayPal,24.60845226,North,2021Q3
81163,462888,Cat-Sub-1796,Food,Fresh,5,24.15,7/10/2021,Maryland,PayPal,66.91823284,South,2021Q3
63131,451943,Cat-Sub-2088,Food,Fresh,4,73.08,7/10/2021,New Jersey,Cash,165.4221767,East,2021Q3
735606,500415,Cat-Sub-779,Beauty,Cosmetic,2,63.92,7/11/2021,Ohio,PayPal,33.70795395,North,2021Q3
780309,428799,Cat-Sub-1913,Toys,Educational,4,65.43,7/11/2021,Ohio,PayPal,85.05663951,North,2021Q3
941494,883251,Cat-Sub-2167,Food,Dry,3,17.82,7/11/2021,New Mexico,Cash,28.08500017,West,2021Q3
357557,938517,Cat-Sub-879,Food,Fresh,2,60.72,7/12/2021,Florida,Cash,65.45103003,South,2021Q3
547560,634604,Cat-Sub-1351,Beauty,Cosmetic,2,77.78,7/12/2021,Kansas,Cash,34.54717863,North,2021Q3
436980,466347,Cat-Sub-1426,Food,Dry,1,33.17,7/12/2021,Illinois,Cash,19.30053251,North,2021Q3
106005,712790,Cat-Sub-1763,Food,Dry,1,16.85,7/12/2021,Texas,PayPal,9.367389931,South,2021Q3
333696,273002,Cat-Sub-139,Detergent,Dishwashing,1,96.1,7/13/2021,Wisconsin,Credit Card,38.58980189,North,2021Q3
167666,954221,Cat-Sub-143,Toys,Electronic,2,74.62,7/13/2021,Arizona,Cash,58.14589388,West,2021Q3
324564,556859,Cat-Sub-399,Beauty,Perfume,5,39.0,7/13/2021,New Jersey,Cash,47.60596844,East,2021Q3
165658,922021,Cat-Sub-1231,Food,Dry,4,75.69,7/13/2021,California,Cash,166.4895079,West,2021Q3
687866,4452,Cat-Sub-1951,Food,Dry,2,22.18,7/13/2021,Idaho,Credit Card,23.8333121,West,2021Q3
591884,903301,Cat-Sub-2268,Food,Fresh,5,35.84,7/13/2021,Colorado,Cash,101.0723368,West,2021Q3
951569,841303,Cat-Sub-3,Food,Fresh,1,63.75,7/14/2021,Wisconsin,Credit Card,37.066566,North,2021Q3
506907,712790,Cat-Sub-530,Beauty,Perfume,1,99.63,7/14/2021,Illinois,Credit Card,25.0911741,North,2021Q3
496226,903301,Cat-Sub-976,Beauty,Cosmetic,4,58.83,7/14/2021,Idaho,Cash,49.74713281,West,2021Q3
882621,217941,Cat-Sub-1907,Toys,Electronic,5,51.65,7/14/2021,Kentucky,Cash,81.67575428,South,2021Q3
269999,748134,Cat-Sub-637,Toys,Electronic,1,55.82,7/15/2021,Wyoming,Credit Card,19.67492068,West,2021Q3
895263,194746,Cat-Sub-995,Beauty,Electronics,1,6.45,7/15/2021,Illinois,Cash,1.783216936,North,2021Q3
96459,84800,Cat-Sub-1355,Beauty,Perfume,1,40.6,7/15/2021,Tennessee,Cash,11.19707564,South,2021Q3
221590,567485,Cat-Sub-288,Beauty,Perfume,2,45.8,7/16/2021,Minnesota,Cash,19.49065078,North,2021Q3
910628,84800,Cat-Sub-1741,Beauty,Cosmetic,3,93.7,7/16/2021,North Dakota,Credit Card,82.59452722,North,2021Q3
719207,902543,Cat-Sub-1762,Food,Dry,1,93.74,7/16/2021,Massachusetts,Cash,54.03087429,East,2021Q3
267940,428799,Cat-Sub-451,Beauty,Cosmetic,1,37.97,7/17/2021,Kansas,Credit Card,9.082020856,North,2021Q3
191670,588504,Cat-Sub-1432,Beauty,Cosmetic,4,42.67,7/17/2021,Connecticut,PayPal,42.25321816,East,2021Q3
413632,297163,Cat-Sub-1596,Food,Dry,4,42.1,7/17/2021,New Jersey,Cash,96.04010824,East,2021Q3
101599,294064,Cat-Sub-717,Beauty,Perfume,2,73.22,7/18/2021,California,PayPal,38.4618642,West,2021Q3
142174,408848,Cat-Sub-1476,Toys,Educational,1,21.77,7/18/2021,New Mexico,Credit Card,8.646096716,West,2021Q3
457578,263040,Cat-Sub-2003,Detergent,Dishwashing,1,36.24,7/18/2021,Minnesota,Credit Card,15.73672884,North,2021Q3
506119,534078,Cat-Sub-397,Toys,Electronic,2,85.19,7/19/2021,Connecticut,Cash,62.82929036,East,2021Q3
891479,680457,Cat-Sub-957,Toys,Electronic,2,13.15,7/19/2021,Texas,Credit Card,9.275505931,South,2021Q3
669028,408848,Cat-Sub-984,Food,Dry,1,69.04,7/19/2021,Minnesota,PayPal,36.42219126,North,2021Q3
708857,667653,Cat-Sub-237,Food,Dry,2,88.33,7/20/2021,Illinois,PayPal,104.7292592,North,2021Q3
76315,938517,Cat-Sub-315,Detergent,Dishwashing,1,65.53,7/20/2021,Kansas,Cash,30.91302835,North,2021Q3
661595,452504,Cat-Sub-1149,Beauty,Electronics,1,91.96,7/20/2021,Hawaii,PayPal,18.50397525,west,2021Q3
854829,843366,Cat-Sub-24,Detergent,Dishwashing,5,14.64,7/21/2021,Illinois,Credit Card,35.28614208,North,2021Q3
944659,537817,Cat-Sub-351,Beauty,Electronics,4,92.12,7/21/2021,North Carolina,Credit Card,103.3484721,South,2021Q3
878908,478650,Cat-Sub-709,Food,Dry,1,35.14,7/21/2021,Illinois,Credit Card,20.93201817,North,2021Q3
782586,451943,Cat-Sub-1049,Food,Fresh,3,25.64,7/21/2021,South Carolina,Credit Card,44.65054249,South,2021Q3
339649,748134,Cat-Sub-1550,Beauty,Cosmetic,1,23.16,7/21/2021,North Dakota,Cash,4.752255803,North,2021Q3
958541,481595,Cat-Sub-1899,Beauty,Electronics,3,5.3,7/21/2021,Wyoming,Credit Card,4.302556229,West,2021Q3
677371,758600,Cat-Sub-6,Food,Fresh,4,87.2,7/22/2021,Wyoming,Credit Card,176.096667,West,2021Q3
892203,843366,Cat-Sub-57,Food,Dry,3,25.91,7/22/2021,Minnesota,Cash,39.45379702,North,2021Q3
304339,843465,Cat-Sub-202,Toys,Educational,3,24.15,7/22/2021,California,Credit Card,25.73197904,West,2021Q3
387688,410190,Cat-Sub-725,Food,Fresh,3,95.93,7/22/2021,Hawaii,Credit Card,168.7930733,west,2021Q3
694376,946680,Cat-Sub-1879,Food,Dry,2,40.54,7/22/2021,Colorado,Credit Card,41.85960385,West,2021Q3
172184,508514,Cat-Sub-461,Beauty,Cosmetic,1,24.74,7/23/2021,Utah,Credit Card,5.277243073,West,2021Q3
71633,39595,Cat-Sub-708,Detergent,Laundry,3,29.26,7/23/2021,Georgia,Credit Card,39.90304399,South,2021Q3
738053,174602,Cat-Sub-895,Food,Fresh,1,57.18,7/23/2021,Kentucky,PayPal,32.13412077,South,2021Q3
311093,926641,Cat-Sub-1188,Toys,Electronic,3,18.65,7/23/2021,Kansas,Credit Card,18.46368855,North,2021Q3
562440,946680,Cat-Sub-1640,Detergent,Dishwashing,3,61.16,7/23/2021,Virginia,Cash,85.00308739,South,2021Q3
430658,297163,Cat-Sub-2035,Detergent,Cleaning,1,10.69,7/23/2021,Missouri,PayPal,4.95871258,North,2021Q3
658616,520794,Cat-Sub-309,Beauty,Perfume,2,83.29,7/24/2021,New Jersey,PayPal,34.26695258,East,2021Q3
639100,954616,Cat-Sub-946,Beauty,Perfume,4,88.93,7/24/2021,Ohio,PayPal,77.42728114,North,2021Q3
612953,2027,Cat-Sub-966,Beauty,Cosmetic,4,25.91,7/24/2021,Louisiana,Credit Card,25.33073007,South,2021Q3
251031,588504,Cat-Sub-1155,Beauty,Electronics,3,63.24,7/24/2021,California,Credit Card,46.18830072,West,2021Q3
37496,592021,Cat-Sub-1862,Toys,Educational,1,91.75,7/24/2021,Idaho,PayPal,29.95630392,West,2021Q3
907155,45215,Cat-Sub-2056,Food,Dry,2,44.67,7/24/2021,North Dakota,Credit Card,45.31095666,North,2021Q3
796652,296992,Cat-Sub-1275,Food,Fresh,5,39.2,7/25/2021,Mississippi,PayPal,112.2088164,South,2021Q3
927754,347062,Cat-Sub-128,Food,Fresh,4,25.46,7/26/2021,Washington,Cash,54.32869406,West,2021Q3
931831,513276,Cat-Sub-695,Beauty,Cosmetic,4,60.52,7/26/2021,New Hampshire,Credit Card,51.47938258,East,2021Q3
395971,533722,Cat-Sub-1078,Food,Fresh,5,39.22,7/26/2021,New Jersey,PayPal,99.73679122,East,2021Q3
712333,481595,Cat-Sub-1302,Beauty,Perfume,3,66.05,7/26/2021,North Dakota,Credit Card,58.35057053,North,2021Q3
863437,722197,Cat-Sub-519,Beauty,Perfume,3,9.43,7/27/2021,Ohio,PayPal,6.520020044,North,2021Q3
259768,485613,Cat-Sub-547,Food,Dry,1,44.69,7/27/2021,Massachusetts,PayPal,25.08502466,East,2021Q3
873222,764057,Cat-Sub-827,Food,Fresh,5,24.94,7/27/2021,California,PayPal,64.87359856,West,2021Q3
160555,408848,Cat-Sub-1510,Detergent,Cleaning,5,24.14,7/27/2021,North Carolina,Cash,58.68076178,South,2021Q3
753821,926641,Cat-Sub-333,Beauty,Electronics,2,52.48,7/28/2021,New Mexico,PayPal,29.83047649,West,2021Q3
970259,806826,Cat-Sub-710,Beauty,Perfume,3,80.68,7/28/2021,New Hampshire,PayPal,71.81813854,East,2021Q3
867116,45215,Cat-Sub-962,Beauty,Electronics,1,81.58,7/28/2021,Mississippi,Cash,18.49378998,South,2021Q3
337745,885441,Cat-Sub-280,Detergent,Dishwashing,1,63.5,7/29/2021,Rhode Island,PayPal,27.56941797,East,2021Q3
595852,514964,Cat-Sub-633,Food,Fresh,4,68.37,7/29/2021,South Carolina,Credit Card,137.7409471,South,2021Q3
391141,503323,Cat-Sub-1068,Toys,Electronic,2,90.59,7/29/2021,Georgia,Credit Card,60.77509539,South,2021Q3
626276,954221,Cat-Sub-1399,Beauty,Electronics,2,31.31,7/29/2021,Missouri,Credit Card,15.98906406,North,2021Q3
694234,639850,Cat-Sub-1833,Toys,Creative,5,57.9,7/29/2021,Tennessee,Credit Card,114.4205014,South,2021Q3
361242,926641,Cat-Sub-1967,Beauty,Perfume,2,54.35,7/29/2021,New Mexico,Credit Card,26.00343405,West,2021Q3
610017,757456,Cat-Sub-2043,Beauty,Cosmetic,2,44.98,7/29/2021,Massachusetts,Cash,19.19219525,East,2021Q3
149171,478329,Cat-Sub-2253,Detergent,Dishwashing,1,78.11,7/29/2021,Nevada,Cash,37.75232623,West,2021Q3
119159,902543,Cat-Sub-411,Beauty,Electronics,2,74.77,7/30/2021,Ohio,Cash,34.67280976,North,2021Q3
912332,347858,Cat-Sub-719,Detergent,Cleaning,4,71.09,7/30/2021,Ohio,Credit Card,128.0566244,North,2021Q3
361334,707349,Cat-Sub-1075,Food,Fresh,3,30.99,7/30/2021,Kansas,Cash,48.12469735,North,2021Q3
725288,226421,Cat-Sub-1388,Beauty,Perfume,4,50.91,7/30/2021,New Mexico,Credit Card,55.01288523,West,2021Q3
491789,904142,Cat-Sub-1608,Toys,Outdoor,3,82.21,7/30/2021,Mississippi,Credit Card,85.44122344,South,2021Q3
976966,639850,Cat-Sub-142,Beauty,Electronics,5,65.26,7/31/2021,Nevada,PayPal,69.24910126,West,2021Q3
803809,671215,Cat-Sub-191,Detergent,Dishwashing,4,65.3,7/31/2021,Utah,Cash,122.8737475,West,2021Q3
174243,358219,Cat-Sub-282,Beauty,Cosmetic,1,72.91,7/31/2021,South Dakota,PayPal,21.80429761,North,2021Q3
25027,4452,Cat-Sub-358,Beauty,Electronics,1,61.42,7/31/2021,Idaho,Credit Card,14.13361712,West,2021Q3
289931,838906,Cat-Sub-1006,Beauty,Cosmetic,5,86.34,7/31/2021,Florida,Credit Card,102.9715652,South,2021Q3
889383,400482,Cat-Sub-1070,Beauty,Cosmetic,4,65.54,8/1/2021,Louisiana,PayPal,74.91169883,South,2021Q3
593159,614499,Cat-Sub-2044,Beauty,Electronics,5,77.76,8/1/2021,West Virginia,Credit Card,96.6347151,South,2021Q3
686794,626369,Cat-Sub-517,Toys,Electronic,4,78.1,8/2/2021,Montana,Cash,114.4392303,West,2021Q3
696368,945043,Cat-Sub-903,Food,Fresh,3,51.78,8/2/2021,Mississippi,Credit Card,92.56539302,South,2021Q3
208837,696731,Cat-Sub-1171,Detergent,Cleaning,2,52.53,8/2/2021,Ohio,Credit Card,44.15404994,North,2021Q3
489367,444928,Cat-Sub-2186,Beauty,Perfume,3,19.09,8/2/2021,Wisconsin,Credit Card,12.53524313,North,2021Q3
799734,348915,Cat-Sub-341,Detergent,Cleaning,4,47.79,8/3/2021,Nevada,Credit Card,94.1449336,West,2021Q3
985381,273146,Cat-Sub-433,Food,Fresh,4,13.68,8/3/2021,Florida,Credit Card,30.83541504,South,2021Q3
727507,667653,Cat-Sub-1356,Detergent,Dishwashing,3,17.86,8/3/2021,Montana,Credit Card,25.79198316,West,2021Q3
231020,232959,Cat-Sub-2086,Beauty,Cosmetic,3,18.1,8/3/2021,Utah,PayPal,12.06175725,West,2021Q3
275817,909473,Cat-Sub-2177,Beauty,Perfume,5,67.54,8/3/2021,Washington,Cash,86.50412153,West,2021Q3
61570,902543,Cat-Sub-1268,Food,Dry,3,45.93,8/4/2021,Maine,Credit Card,69.32012695,East,2021Q3
197065,757456,Cat-Sub-1380,Beauty,Electronics,3,15.07,8/4/2021,Tennessee,Credit Card,9.237494606,South,2021Q3
259273,504277,Cat-Sub-1880,Beauty,Perfume,2,7.21,8/4/2021,Kansas,Cash,3.250887665,North,2021Q3
474610,813423,Cat-Sub-467,Food,Fresh,5,21.19,8/5/2021,Nevada,Credit Card,56.85674772,West,2021Q3
452773,478650,Cat-Sub-797,Detergent,Laundry,1,37.7,8/5/2021,Maine,Credit Card,15.68956091,East,2021Q3
950077,922021,Cat-Sub-1055,Beauty,Electronics,4,96.9,8/5/2021,Tennessee,Credit Card,104.4195813,South,2021Q3
462471,837396,Cat-Sub-1160,Food,Fresh,5,71.48,8/5/2021,North Dakota,Cash,210.8252443,North,2021Q3
27634,903301,Cat-Sub-1848,Beauty,Electronics,5,73.54,8/5/2021,New Mexico,Credit Card,77.25627314,West,2021Q3
189594,764057,Cat-Sub-2293,Food,Dry,2,42.57,8/5/2021,Minnesota,Credit Card,45.32225067,North,2021Q3
11581,843366,Cat-Sub-106,Food,Fresh,5,77.39,8/6/2021,Connecticut,Credit Card,211.7982525,East,2021Q3
950599,248772,Cat-Sub-861,Toys,Creative,1,33.22,8/6/2021,Colorado,PayPal,11.72251243,West,2021Q3
564115,986313,Cat-Sub-989,Food,Dry,2,19.58,8/6/2021,Colorado,Credit Card,20.05921965,West,2021Q3
924826,982295,Cat-Sub-1341,Toys,Outdoor,1,42.32,8/6/2021,South Dakota,Credit Card,13.32545718,North,2021Q3
681948,667653,Cat-Sub-558,Detergent,Cleaning,5,89.75,8/7/2021,Ohio,PayPal,205.279333,North,2021Q3
993524,110907,Cat-Sub-933,Toys,Creative,5,80.16,8/7/2021,New Mexico,Cash,151.8996354,West,2021Q3
637102,452504,Cat-Sub-1126,Beauty,Perfume,2,43.47,8/7/2021,Ohio,PayPal,25.28792416,North,2021Q3
929613,263040,Cat-Sub-1480,Food,Fresh,2,8.08,8/7/2021,Utah,Credit Card,8.822448414,West,2021Q3
732915,806826,Cat-Sub-2067,Beauty,Perfume,1,57.09,8/7/2021,Virginia,Cash,16.78046783,South,2021Q3
720706,466347,Cat-Sub-2118,Detergent,Cleaning,5,97.65,8/7/2021,Florida,PayPal,222.7563864,South,2021Q3
201535,614499,Cat-Sub-1372,Beauty,Electronics,4,60.76,8/8/2021,Florida,Credit Card,69.94055866,South,2021Q3
440493,358219,Cat-Sub-1558,Detergent,Dishwashing,4,12.87,8/9/2021,Illinois,Credit Card,24.74774711,North,2021Q3
791375,813609,Cat-Sub-2165,Food,Dry,4,39.42,8/9/2021,Pennsylvania,Cash,91.40155895,East,2021Q3
565417,493744,Cat-Sub-532,Beauty,Cosmetic,3,28.98,8/10/2021,Kansas,Credit Card,18.16482777,North,2021Q3
404976,68347,Cat-Sub-1098,Food,Fresh,2,68.36,8/11/2021,Ohio,Cash,75.75888314,North,2021Q3
806276,25374,Cat-Sub-1569,Beauty,Perfume,2,74.06,8/11/2021,Georgia,Credit Card,43.0367712,South,2021Q3
281030,7761,Cat-Sub-375,Food,Dry,1,59.77,8/12/2021,Kentucky,Credit Card,30.70489202,South,2021Q3
666880,935073,Cat-Sub-402,Beauty,Electronics,1,28.83,8/12/2021,West Virginia,Credit Card,7.693761324,South,2021Q3
760017,696731,Cat-Sub-754,Detergent,Cleaning,2,42.57,8/13/2021,Arkansas,Credit Card,38.7727748,South,2021Q3
283325,2027,Cat-Sub-858,Beauty,Electronics,1,72.68,8/13/2021,Ohio,Credit Card,18.79971345,North,2021Q3
547607,712790,Cat-Sub-1093,Detergent,Laundry,5,57.46,8/13/2021,Montana,Credit Card,140.6687349,West,2021Q3
91911,400482,Cat-Sub-1013,Food,Fresh,3,45.48,8/14/2021,Utah,PayPal,74.05246927,West,2021Q3
892935,938517,Cat-Sub-1549,Toys,Electronic,4,35.86,8/14/2021,Connecticut,Cash,45.94170032,East,2021Q3
864208,592021,Cat-Sub-2050,Food,Fresh,2,65.79,8/14/2021,West Virginia,Cash,66.58685648,South,2021Q3
64046,276261,Cat-Sub-778,Beauty,Cosmetic,4,18.28,8/15/2021,Massachusetts,Credit Card,16.01267475,East,2021Q3
304379,843366,Cat-Sub-818,Toys,Outdoor,2,28.79,8/15/2021,Virginia,Credit Card,18.24110511,South,2021Q3
295531,534078,Cat-Sub-1196,Beauty,Perfume,5,55.29,8/15/2021,Arkansas,Credit Card,55.29090815,South,2021Q3
